specI_cluster	ref-mOTU_v2_ID	kingdom	phylum	class	order	family	genus	mOTU
specI_v3_05741	ref_mOTU_v25_05741	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Spechtbacteria bacterium [Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_01_FULL_43_30/Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_02_FULL_43_15b]
specI_v3_04552	ref_mOTU_v25_04552	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	69657 Hyphomonadaceae	153232 Oceanicaulis	NA Oceanicaulis sp. [Oceanicaulis sp. HL-87/Oceanicaulis sp. HLUCCA04]
specI_v3_02124	ref_mOTU_v25_02124	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903414 Morganellaceae	637 Arsenophonus	NA Arsenophonus sp. [Arsenophonus endosymbiont of Nilaparvata lugens/Candidatus Arsenophonus triatominarum]
specI_v3_05052	ref_mOTU_v25_05052	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Peregrinibacteria bacterium [Candidatus Peregrinibacteria bacterium GW2011_GWA2_38_36/Candidatus Peregrinibacteria bacterium GW2011_GWC2_39_14]
specI_v3_04852	ref_mOTU_v25_04852	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Giovannonibacteria bacterium [Candidatus Giovannonibacteria bacterium RIFCSPHIGHO2_01_FULL_43_100/Candidatus Giovannonibacteria bacterium RIFCSPHIGHO2_02_FULL_43_32/Candidatus Giovannonibacteria bacterium RIFCSPHIGHO2_12_FULL_43_15/Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_01_FULL_43_60/Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_43_11b]
specI_v3_05767	ref_mOTU_v25_05767	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Terrybacteria bacterium [Candidatus Terrybacteria bacterium RIFCSPHIGHO2_01_FULL_48_17/Candidatus Terrybacteria bacterium RIFCSPLOWO2_01_FULL_48_14]
specI_v3_05769	ref_mOTU_v25_05769	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Terrybacteria bacterium [Candidatus Terrybacteria bacterium RIFCSPHIGHO2_02_41_19/Candidatus Terrybacteria bacterium RIFCSPLOWO2_02_42_20]
specI_v3_01585	ref_mOTU_v25_01585	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	206351 Neisseriales	481 Neisseriaceae	538 Eikenella	NA Eikenella sp. [Eikenella sp. HMSC071B05/Eikenella sp. HMSC073A11]
specI_v3_00915	ref_mOTU_v25_00915	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	85026 Gordoniaceae	2053 Gordonia	NA Gordonia sp. [Gordonia sp. IITR100/Gordonia sp. SGD-V-85/Gordonia sp. v-85/Gordonia sp. UCD-TK1]
specI_v3_05686	ref_mOTU_v25_05686	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Omnitrophica WOR_2 bacterium [Omnitrophica WOR_2 bacterium GWA2_45_18/Omnitrophica WOR_2 bacterium GWC2_45_7]
specI_v3_05774	ref_mOTU_v25_05774	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Uhrbacteria bacterium [Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_60_44/Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_12_FULL_60_25]
specI_v3_05666	ref_mOTU_v25_05666	2 Bacteria	1293497 Nitrospinae	NA Nitrospinae class incertae sedis	NA Nitrospinae order incertae sedis	NA Nitrospinae fam. incertae sedis	NA Nitrospinae gen. incertae sedis	NA Nitrospinae bacterium [Nitrospinae bacterium RIFCSPHIGHO2_02_39_11/Nitrospinae bacterium RIFCSPHIGHO2_02_FULL_39_82/Nitrospinae bacterium RIFCSPHIGHO2_12_FULL_39_42/Nitrospinae bacterium RIFCSPLOWO2_02_39_17/Nitrospinae bacterium RIFCSPLOWO2_02_FULL_39_110/Nitrospinae bacterium RIFCSPLOWO2_12_FULL_39_93/Nitrospinae bacterium RIFCSPLOWO2_12_39_15]
specI_v3_05868	ref_mOTU_v25_05868	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Collierbacteria bacterium [Candidatus Collierbacteria bacterium RIFCSPHIGHO2_01_FULL_50_25/Candidatus Collierbacteria bacterium RIFCSPLOWO2_01_FULL_50_23]
specI_v3_04433	ref_mOTU_v25_04433	2157 Archaea	28890 Euryarchaeota	224756 Methanomicrobia	94695 Methanosarcinales	2206 Methanosarcinaceae	2207 Methanosarcina	NA Methanosarcina sp. [Methanosarcina sp. 2.H.T.1A.3/Methanosarcina sp. 2.H.T.1A.8/Methanosarcina sp. 2.H.T.1A.6/Methanosarcina sp. 2.H.A.1B.4/Methanosarcina sp. 1.H.A.2.2/Methanosarcina sp. 1.H.T.1A.1]
specI_v3_03604	ref_mOTU_v25_03604	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium sp. [Clostridium sp. CAG:245/Clostridium sp. CAG:245_30_32]
specI_v3_01688	ref_mOTU_v25_01688	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	41294 Bradyrhizobiaceae	374 Bradyrhizobium	NA Bradyrhizobium sp. [Bradyrhizobium sp. LTSP885/Bradyrhizobium sp. LTSPM299]
specI_v3_03611	ref_mOTU_v25_03611	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. [Clostridiaceae/Ruminococcaceae]	NA Clostridiales gen. [Ruminococcus/Clostridium]	NA Clostridiales sp. [Clostridium sp. CAG:352/uncultured Ruminococcus sp.]
specI_v3_05669	ref_mOTU_v25_05669	2 Bacteria	40117 Nitrospirae	NA Nitrospirae class incertae sedis	NA Nitrospirae order incertae sedis	NA Nitrospirae fam. incertae sedis	NA Nitrospirae gen. incertae sedis	NA Nitrospirae bacterium [Nitrospirae bacterium GWF2_44_13/Nitrospirae bacterium RIFOXYA2_FULL_44_9]
specI_v3_01913	ref_mOTU_v25_01913	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	2037 Actinomycetales	2049 Actinomycetaceae	1654 Actinomyces	NA Actinomyces sp. [Actinomyces sp. ICM58/Actinomyces sp. oral taxon 172]
specI_v3_05630	ref_mOTU_v25_05630	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Kerfeldbacteria bacterium [Candidatus Kerfeldbacteria bacterium RIFOXYA2_FULL_38_24/Candidatus Kerfeldbacteria bacterium RIFOXYB2_FULL_38_14/Candidatus Kerfeldbacteria bacterium RIFOXYC2_FULL_38_9]
specI_v3_04536	ref_mOTU_v25_04536	2 Bacteria	544448 Tenericutes	31969 Mollicutes	186329 Acholeplasmatales	2146 Acholeplasmataceae	NA Acholeplasmataceae gen. incertae sedis	NA Acholeplasmataceae sp. [Onion yellows phytoplasma/Rice orange leaf phytoplasma/'Chrysanthemum coronarium' phytoplasma/Maize bushy stunt phytoplasma]
specI_v3_05179	ref_mOTU_v25_05179	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	32003 Nitrosomonadales	2008790 Thiobacillaceae	919 Thiobacillus	NA Thiobacillus sp. [Thiobacillus sp. SCN 65-179/Thiobacillus sp. 65-69]
specI_v3_06029	ref_mOTU_v25_06029	2157 Archaea	NA Archaea phylum incertae sedis	NA Archaea class incertae sedis	NA Archaea order incertae sedis	NA Archaea fam. incertae sedis	NA Archaea gen. incertae sedis	NA Candidatus Bathyarchaeota archaeon [Candidatus Bathyarchaeota archaeon JdFR-10/Candidatus Bathyarchaeota archaeon JdFR-11]
specI_v3_04324	ref_mOTU_v25_04324	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae bacterium [Lachnospiraceae bacterium ND2006/Lachnospiraceae bacterium KH1T2]
specI_v3_00492	ref_mOTU_v25_00492	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	506 Alcaligenaceae	517 Bordetella	NA Bordetella sp. [Bordetella sp. SCN 67-23/Burkholderiales bacterium 67-32]
specI_v3_05749	ref_mOTU_v25_05749	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Staskawiczbacteria bacterium [Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_41_41/Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_43_16/Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_43_17b]
specI_v3_05038	ref_mOTU_v25_05038	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Uhrbacteria bacterium [Candidatus Uhrbacteria bacterium GW2011_GWE2_40_58/Candidatus Uhrbacteria bacterium GW2011_GWF2_40_263/Candidatus Uhrbacteria bacterium RIFOXYA2_FULL_40_9/Candidatus Uhrbacteria bacterium RIFOXYB2_FULL_41_18]
specI_v3_03537	ref_mOTU_v25_03537	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	82115 Rhizobiaceae	379 Rhizobium	NA Rhizobium sp. [Rhizobium sp. 2MFCol3.1/Rhizobium sp. YR528]
specI_v3_00655	ref_mOTU_v25_00655	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	1883 Streptomyces	NA Streptomyces sp. [Streptomyces sp. NRRL S-1022/Streptomyces sp. NRRL B-3648]
specI_v3_05876	ref_mOTU_v25_05876	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Doudnabacteria bacterium [Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_48_18/Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_48_180/Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_02_FULL_48_21/Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_12_FULL_47_25/Candidatus Doudnabacteria bacterium RIFCSPLOWO2_01_FULL_48_57/Candidatus Doudnabacteria bacterium RIFCSPLOWO2_02_FULL_48_13/Candidatus Doudnabacteria bacterium RIFCSPLOWO2_12_FULL_47_12]
specI_v3_05806	ref_mOTU_v25_05806	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Woykebacteria bacterium [Candidatus Woykebacteria bacterium RBG_16_39_9b/Candidatus Woykebacteria bacterium RIFCSPHIGHO2_01_FULL_39_12]
specI_v3_03681	ref_mOTU_v25_03681	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	NA Ruminococcus sp. [Firmicutes bacterium CAG:56/uncultured Ruminococcus sp.]
specI_v3_05854	ref_mOTU_v25_05854	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	NA Moraxellaceae gen. incertae sedis	NA Moraxellaceae bacterium [Moraxellaceae bacterium REDSEA-S32_B1/Moraxellaceae bacterium REDSEA-S44_B2]
specI_v3_05042	ref_mOTU_v25_05042	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Wolfebacteria bacterium [Candidatus Wolfebacteria bacterium GW2011_GWA2_47_9b/Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1/Candidatus Wolfebacteria bacterium GW2011_GWB1_47_243/Candidatus Wolfebacteria bacterium GW2011_GWB2_46_69/Candidatus Wolfebacteria bacterium GW2011_GWC1_47_103/Candidatus Wolfebacteria bacterium GW2011_GWC2_46_275/Candidatus Wolfebacteria bacterium GW2011_GWD2_47_17/Candidatus Wolfebacteria bacterium GW2011_GWE2_47_12]
specI_v3_04903	ref_mOTU_v25_04903	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Levybacteria bacterium [Candidatus Levybacteria bacterium GW2011_GWA1_39_32/Candidatus Levybacteria bacterium RIFCSPLOWO2_02_FULL_37_11]
specI_v3_04112	ref_mOTU_v25_04112	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	NA Bacillus sp. [Bacillus sp. MB2021/Bacillus sp. 522_BSPC]
specI_v3_05522	ref_mOTU_v25_05522	2 Bacteria	1224 Proteobacteria	NA Proteobacteria class [Hydrogenophilalia/Betaproteobacteria]	NA Proteobacteria order [Hydrogenophilales/Burkholderiales]	NA Proteobacteria fam. incertae sedis	NA Proteobacteria gen. incertae sedis	NA Proteobacteria sp. [Burkholderiales bacterium GWE1_65_30/Burkholderiales bacterium GWF1_66_17/Burkholderiales bacterium RIFCSPLOWO2_02_FULL_66_35/Hydrogenophilales bacterium RIFOXYD1_FULL_62_11]
specI_v3_04540	ref_mOTU_v25_04540	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. [Confluentimicrobium/Rhodovulum]	NA Rhodobacteraceae sp. [Rhodovulum sp. NI22/Confluentimicrobium sp. EMB200-NS6]
specI_v3_05695	ref_mOTU_v25_05695	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Peribacteria bacterium [Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_49_38/Candidatus Peribacteria bacterium RIFCSPHIGHO2_02_FULL_49_16]
specI_v3_05834	ref_mOTU_v25_05834	2157 Archaea	28889 Crenarchaeota	NA Crenarchaeota class incertae sedis	NA Crenarchaeota order incertae sedis	NA Crenarchaeota fam. incertae sedis	NA Crenarchaeota gen. incertae sedis	NA Crenarchaeota archaeon [Crenarchaeota archaeon 13_1_40CM_2_52_14/Crenarchaeota archaeon 13_1_40CM_3_52_17]
specI_v3_01421	ref_mOTU_v25_01421	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria sp. [Calescamantes bacterium SCGC AAA471-M6/Calescamantes bacterium JGI 0000106-G12/Candidatus Calescibacterium nevadense]
specI_v3_04839	ref_mOTU_v25_04839	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Berkelbacteria bacterium [Berkelbacteria bacterium GW2011_GWA1_36_9/Berkelbacteria bacterium GW2011_GWB1_38_5]
specI_v3_05173	ref_mOTU_v25_05173	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	45401 Hyphomicrobiaceae	NA Hyphomicrobiaceae gen. [Pelagibacterium/Devosia]	NA Hyphomicrobiaceae sp. [Pelagibacterium sp. SCN 63-126/Pelagibacterium sp. SCN 63-17/Devosia sp. 63-57]
specI_v3_05822	ref_mOTU_v25_05822	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Zambryskibacteria bacterium [Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_01_FULL_43_25/Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_44_12b/Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_45_21]
specI_v3_03631	ref_mOTU_v25_03631	2 Bacteria	201174 Actinobacteria	84998 Coriobacteriia	1643822 Eggerthellales	1643826 Eggerthellaceae	84111 Eggerthella	NA Eggerthella sp. [Eggerthella sp. CAG:209/Eggerthella sp. 51_9]
specI_v3_05831	ref_mOTU_v25_05831	2 Bacteria	NA Bacteria phylum [Proteobacteria/Chloroflexi]	28221 Deltaproteobacteria	NA Deltaproteobacteria order incertae sedis	NA Deltaproteobacteria fam. incertae sedis	NA Deltaproteobacteria gen. incertae sedis	NA Deltaproteobacteria sp. [Chloroflexi bacterium 13_1_40CM_2_68_14/Deltaproteobacteria bacterium 13_1_40CM_4_68_19]
specI_v3_05660	ref_mOTU_v25_05660	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Moranbacteria bacterium [Candidatus Moranbacteria bacterium RIFCSPHIGHO2_02_FULL_40_12b/Candidatus Moranbacteria bacterium RIFCSPHIGHO2_12_FULL_40_10]
specI_v3_01121	ref_mOTU_v25_01121	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	119045 Methylobacteriaceae	407 Methylobacterium	NA Methylobacterium sp. [Methylobacterium sp. Leaf86/Methylobacterium sp. Leaf91]
specI_v3_05647	ref_mOTU_v25_05647	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Lloydbacteria bacterium [Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_01_FULL_54_11/Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_54_17/Candidatus Lloydbacteria bacterium RIFCSPLOWO2_01_FULL_54_18/Candidatus Lloydbacteria bacterium RIFCSPLOWO2_02_FULL_54_12]
specI_v3_05770	ref_mOTU_v25_05770	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	137 Spirochaetaceae	157 Treponema	NA Treponema sp. [Treponema sp. GWB1_62_6/Treponema sp. GWC1_61_84/Treponema sp. RIFOXYC1_FULL_61_9]
specI_v3_03675	ref_mOTU_v25_03675	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium sp. [Firmicutes bacterium CAG:212/uncultured Clostridium sp.]
specI_v3_03853	ref_mOTU_v25_03853	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	119060 Burkholderiaceae	NA Burkholderiaceae gen. incertae sedis	NA Burkholderiaceae sp. [Glomeribacter sp. 1016415/bacterium endosymbiont of Mortierella elongata FMR23-6]
specI_v3_03634	ref_mOTU_v25_03634	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. [Eubacteriaceae/Clostridiaceae]	NA Clostridiales gen. [Clostridium/Eubacterium]	NA Clostridiales sp. [Eubacterium sp. CAG:251/Clostridium sp. A254.MGS-251]
specI_v3_03931	ref_mOTU_v25_03931	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186822 Paenibacillaceae	44249 Paenibacillus	NA Paenibacillus sp. [Paenibacillus sp. JCM 9795/Paenibacillus sp. JCM 9796]
specI_v3_03648	ref_mOTU_v25_03648	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. [Prevotellaceae/Muribaculaceae]	838 Prevotella	NA Prevotella sp. [Prevotella sp. CAG:873/Bacteroidales bacterium H4]
specI_v3_05803	ref_mOTU_v25_05803	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA candidate division WOR-1 bacterium [candidate division WOR-1 bacterium RIFOXYA2_FULL_37_7/candidate division WOR-1 bacterium RIFOXYB2_FULL_37_13/candidate division WOR-1 bacterium RIFOXYC2_FULL_37_10]
specI_v3_04869	ref_mOTU_v25_04869	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria sp. [Candidatus Collierbacteria bacterium GW2011_GWA2_44_13/Candidatus Collierbacteria bacterium GW2011_GWB2_44_22/Candidatus Collierbacteria bacterium GW2011_GWC2_44_30/Candidatus Collierbacteria bacterium GW2011_GWD1_44_27/Candidatus Collierbacteria bacterium GW2011_GWD2_45_10/Microgenomates group bacterium GW2011_GWC1_44_37]
specI_v3_05516	ref_mOTU_v25_05516	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Buchananbacteria bacterium [Candidatus Buchananbacteria bacterium RIFCSPHIGHO2_01_FULL_40_35/Candidatus Buchananbacteria bacterium RIFCSPHIGHO2_02_FULL_40_13/Candidatus Buchananbacteria bacterium RIFCSPLOWO2_01_FULL_39_33]
specI_v3_03642	ref_mOTU_v25_03642	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. [Prevotellaceae/Muribaculaceae]	838 Prevotella	NA Prevotella sp. [Prevotella sp. CAG:1031/Bacteroidales bacterium H2]
specI_v3_05791	ref_mOTU_v25_05791	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Candidatus Woesebacteria bacterium [Candidatus Woesebacteria bacterium RIFCSPHIGHO2_01_FULL_39_95/Candidatus Woesebacteria bacterium RIFCSPHIGHO2_02_FULL_39_13/Candidatus Woesebacteria bacterium RIFCSPHIGHO2_12_FULL_40_20/Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_39_61/Candidatus Woesebacteria bacterium RIFCSPLOWO2_12_FULL_39_9]
specI_v3_05157	ref_mOTU_v25_05157	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	80864 Comamonadaceae	283 Comamonas	NA Comamonas sp. [Comamonas sp. SCN 67-35/Burkholderiales bacterium 66-26]
specI_v3_06032	ref_mOTU_v25_06032	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1890424 Synechococcales	1890426 Synechococcaceae	1129 Synechococcus	NA Synechococcus sp. [Synechococcus sp. OG1/Synechococcus sp. PCC 8807/Synechococcus sp. PCC 7117/Synechococcus sp. PCC 7002/Synechococcus sp. PCC 73109/Synechococcus sp. NKBG042902]
specI_v3_05548	ref_mOTU_v25_05548	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	NA Deltaproteobacteria order incertae sedis	NA Deltaproteobacteria fam. incertae sedis	NA Deltaproteobacteria gen. incertae sedis	NA Deltaproteobacteria bacterium [Deltaproteobacteria bacterium GWA2_42_85/Deltaproteobacteria bacterium GWC2_42_51/Deltaproteobacteria bacterium GWD2_42_10/Deltaproteobacteria bacterium GWF2_42_12/Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_42_44/Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_39/Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_42_16/Deltaproteobacteria bacterium RIFOXYA2_FULL_42_10]
