study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB32631	ERP115334	SAMEA5618096	ERS3422184	ERX3429350	ERR3405698	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405698/ERR3405698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405698/ERR3405698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405698/23584_4#1.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405698/23584_4#1.bam.bai		
PRJEB32631	ERP115334	SAMEA5618726	ERS3422813	ERX3429358	ERR3405706	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405706/ERR3405706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405706/ERR3405706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405706/23584_4#9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405706/23584_4#9.bam.bai		
PRJEB32631	ERP115334	SAMEA5618728	ERS3422815	ERX3429359	ERR3405707	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405707/ERR3405707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405707/ERR3405707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405707/23584_4#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405707/23584_4#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5616978	ERS3421160	ERX3429371	ERR3405719	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405719/ERR3405719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405719/ERR3405719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405719/23584_4#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405719/23584_4#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5618734	ERS3422821	ERX3429373	ERR3405721	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405721/ERR3405721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405721/ERR3405721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405721/23584_4#24.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405721/23584_4#24.bam.bai		
PRJEB32631	ERP115334	SAMEA5616984	ERS3421166	ERX3429375	ERR3405723	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405723/ERR3405723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405723/ERR3405723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405723/23584_5#2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405723/23584_5#2.bam.bai		
PRJEB32631	ERP115334	SAMEA5618742	ERS3422829	ERX3429377	ERR3405725	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405725/ERR3405725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405725/ERR3405725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405725/23584_5#4.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405725/23584_5#4.bam.bai		
PRJEB32631	ERP115334	SAMEA5616989	ERS3421171	ERX3429379	ERR3405727	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405727/ERR3405727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405727/ERR3405727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405727/23584_5#6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405727/23584_5#6.bam.bai		
PRJEB32631	ERP115334	SAMEA5617997	ERS3422085	ERX3429383	ERR3405731	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405731/ERR3405731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405731/ERR3405731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405731/23584_5#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405731/23584_5#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5618565	ERS3422653	ERX3429384	ERR3405732	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405732/ERR3405732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405732/ERR3405732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405732/23584_5#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405732/23584_5#11.bam.bai		
PRJEB32631	ERP115334	SAMEA5617998	ERS3422086	ERX3429385	ERR3405733	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405733/ERR3405733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405733/ERR3405733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405733/23584_5#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405733/23584_5#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5618664	ERS3422752	ERX3429392	ERR3405740	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405740/ERR3405740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405740/ERR3405740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405740/23584_5#19.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405740/23584_5#19.bam.bai		
PRJEB32631	ERP115334	SAMEA5618669	ERS3422756	ERX3429394	ERR3405742	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405742/ERR3405742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405742/ERR3405742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405742/23584_5#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405742/23584_5#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5618088	ERS3422176	ERX3429395	ERR3405743	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405743/ERR3405743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405743/ERR3405743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405743/23584_5#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405743/23584_5#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5616753	ERS3420935	ERX3429398	ERR3405746	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405746/ERR3405746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405746/ERR3405746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405746/24211_2#1.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405746/24211_2#1.bam.bai		
PRJEB32631	ERP115334	SAMEA5618364	ERS3422452	ERX3429399	ERR3405747	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405747/ERR3405747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405747/ERR3405747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405747/24211_2#2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405747/24211_2#2.bam.bai		
PRJEB32631	ERP115334	SAMEA5617828	ERS3421917	ERX3429405	ERR3405753	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405753/ERR3405753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405753/ERR3405753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405753/24211_2#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405753/24211_2#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5618385	ERS3422473	ERX3429407	ERR3405755	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405755/ERR3405755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405755/ERR3405755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405755/24211_2#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405755/24211_2#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5616785	ERS3420967	ERX3429410	ERR3405758	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405758/ERR3405758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405758/ERR3405758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405758/24211_2#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405758/24211_2#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5617857	ERS3421946	ERX3429413	ERR3405761	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405761/ERR3405761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405761/ERR3405761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405761/24211_2#16.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405761/24211_2#16.bam.bai		
PRJEB32631	ERP115334	SAMEA5617824	ERS3421913	ERX3429418	ERR3405766	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405766/ERR3405766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405766/ERR3405766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405766/24211_2#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405766/24211_2#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5617882	ERS3421971	ERX3429424	ERR3405772	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405772/ERR3405772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405772/ERR3405772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405772/24211_3#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405772/24211_3#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5618455	ERS3422543	ERX3429426	ERR3405774	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405774/ERR3405774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405774/ERR3405774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405774/24211_3#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405774/24211_3#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5618479	ERS3422567	ERX3429433	ERR3405781	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405781/ERR3405781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405781/ERR3405781_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405781/24211_3#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405781/24211_3#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5618472	ERS3422560	ERX3429434	ERR3405782	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405782/ERR3405782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405782/ERR3405782_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405782/24211_3#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405782/24211_3#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5616844	ERS3421026	ERX3429435	ERR3405783	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405783/ERR3405783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405783/ERR3405783_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405783/24211_3#14.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405783/24211_3#14.bam.bai		
PRJEB32631	ERP115334	SAMEA5618483	ERS3422571	ERX3429436	ERR3405784	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405784/ERR3405784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405784/ERR3405784_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405784/24211_3#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405784/24211_3#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5616859	ERS3421041	ERX3429443	ERR3405791	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405791/ERR3405791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405791/ERR3405791_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405791/24211_3#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405791/24211_3#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5616865	ERS3421047	ERX3429444	ERR3405792	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405792/ERR3405792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405792/ERR3405792_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405792/24211_3#23.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405792/24211_3#23.bam.bai		
PRJEB32631	ERP115334	SAMEA5616835	ERS3421017	ERX3429451	ERR3405799	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405799/ERR3405799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405799/ERR3405799_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405799/24211_4#6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405799/24211_4#6.bam.bai		
PRJEB32631	ERP115334	SAMEA5617952	ERS3422040	ERX3429452	ERR3405800	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405800/ERR3405800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405800/ERR3405800_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405800/24211_4#7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405800/24211_4#7.bam.bai		
PRJEB32631	ERP115334	SAMEA5617992	ERS3422080	ERX3429454	ERR3405802	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405802/ERR3405802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405802/ERR3405802_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405802/24211_4#9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405802/24211_4#9.bam.bai		
PRJEB32631	ERP115334	SAMEA5618000	ERS3422088	ERX3429455	ERR3405803	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405803/ERR3405803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405803/ERR3405803_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405803/24211_4#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405803/24211_4#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5618554	ERS3422642	ERX3429456	ERR3405804	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405804/ERR3405804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405804/ERR3405804_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405804/24211_4#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405804/24211_4#11.bam.bai		
PRJEB32631	ERP115334	SAMEA5618006	ERS3422094	ERX3429458	ERR3405806	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405806/ERR3405806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405806/ERR3405806_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405806/24211_4#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405806/24211_4#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5618596	ERS3422684	ERX3429465	ERR3405813	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405813/ERR3405813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405813/ERR3405813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405813/24211_4#20.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405813/24211_4#20.bam.bai		
PRJEB32631	ERP115334	SAMEA5618650	ERS3422738	ERX3429475	ERR3405823	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405823/ERR3405823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405823/ERR3405823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405823/24211_5#6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405823/24211_5#6.bam.bai		
PRJEB32631	ERP115334	SAMEA5618037	ERS3422125	ERX3429476	ERR3405824	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405824/ERR3405824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405824/ERR3405824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405824/24211_5#7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405824/24211_5#7.bam.bai		
PRJEB32631	ERP115334	SAMEA5618068	ERS3422156	ERX3429477	ERR3405825	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405825/ERR3405825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405825/ERR3405825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405825/24211_5#9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405825/24211_5#9.bam.bai		
PRJEB32631	ERP115334	SAMEA5618064	ERS3422152	ERX3429478	ERR3405826	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405826/ERR3405826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405826/ERR3405826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405826/24211_5#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405826/24211_5#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5618065	ERS3422153	ERX3429479	ERR3405827	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405827/ERR3405827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405827/ERR3405827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405827/24211_5#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405827/24211_5#11.bam.bai		
PRJEB32631	ERP115334	SAMEA5617994	ERS3422082	ERX3429483	ERR3405831	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405831/ERR3405831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405831/ERR3405831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405831/24211_5#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405831/24211_5#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5616964	ERS3421146	ERX3429484	ERR3405832	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405832/ERR3405832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405832/ERR3405832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405832/24211_5#16.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405832/24211_5#16.bam.bai		
PRJEB32631	ERP115334	SAMEA5618067	ERS3422155	ERX3429486	ERR3405834	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405834/ERR3405834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405834/ERR3405834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405834/24211_5#18.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405834/24211_5#18.bam.bai		
PRJEB32631	ERP115334	SAMEA5618070	ERS3422158	ERX3429491	ERR3405839	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405839/ERR3405839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405839/ERR3405839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405839/24211_6#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405839/24211_6#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5618157	ERS3422245	ERX3429493	ERR3405841	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405841/ERR3405841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405841/ERR3405841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405841/24211_6#7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405841/24211_6#7.bam.bai		
PRJEB32631	ERP115334	SAMEA5618176	ERS3422264	ERX3429496	ERR3405844	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405844/ERR3405844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405844/ERR3405844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405844/24211_6#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405844/24211_6#11.bam.bai		
PRJEB32631	ERP115334	SAMEA5616933	ERS3421115	ERX3429500	ERR3405848	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405848/ERR3405848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405848/ERR3405848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405848/24211_6#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405848/24211_6#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5618186	ERS3422274	ERX3429506	ERR3405854	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405854/ERR3405854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405854/ERR3405854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405854/24211_6#23.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405854/24211_6#23.bam.bai		
PRJEB32631	ERP115334	SAMEA5618637	ERS3422725	ERX3429507	ERR3405855	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405855/ERR3405855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405855/ERR3405855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405855/24211_7#1.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405855/24211_7#1.bam.bai		
PRJEB32631	ERP115334	SAMEA5616763	ERS3420945	ERX3429508	ERR3405856	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405856/ERR3405856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405856/ERR3405856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405856/24211_7#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405856/24211_7#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5616823	ERS3421005	ERX3429512	ERR3405860	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405860/ERR3405860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405860/ERR3405860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405860/24211_7#7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405860/24211_7#7.bam.bai		
PRJEB32631	ERP115334	SAMEA5616904	ERS3421086	ERX3429515	ERR3405863	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405863/ERR3405863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405863/ERR3405863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405863/24211_7#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405863/24211_7#10.bam.bai		
