"","asv","homd"
"11216","ASV11209","Fusobacterium nucleatum subsp. vincentii"
"11217","ASV11210","Centipeda periodontii"
"11218","ASV11211","Rothia dentocariosa"
"11219","ASV11212","Leptotrichia buccalis"
"11220","ASV11213","Fusobacterium sp. HMT 203"
"11221","ASV11214","Capnocytophaga leadbetteri"
"11222","ASV11215","Prevotella buccalis"
"11223","ASV11216","Lachnospiraceae [G-2] bacterium HMT 096"
"11224","ASV11217","Absconditabacteria (SR1) [G-1] bacterium HMT 874"
"11225","ASV11218","Prevotella salivae"
"11226","ASV11219","Rothia aeria"
"11227","ASV11220","Porphyromonas catoniae"
"11228","ASV11221","Porphyromonas sp. HMT 278"
"11229","ASV11222","Streptococcus sanguinis"
"11230","ASV11223","Cardiobacterium valvarum"
"11231","ASV11224","Actinomyces gerencseriae"
"11232","ASV11225","Ruminococcaceae [G-1] bacterium HMT 075"
"11233","ASV11226","Porphyromonas sp. HMT 278"
"11234","ASV11227","Rothia dentocariosa"
"11235","ASV11228","Streptococcus sanguinis"
"11236","ASV11229","Arachnia rubra"
"11237","ASV11230","Selenomonas noxia"
"11238","ASV11231","Stomatobaculum sp. HMT 097"
"11239","ASV11232","Veillonella parvula"
"11240","ASV11233","Veillonella parvula"
"11241","ASV11234","Leptotrichia hofstadii"
"11242","ASV11235","Bartonella schoenbuchensis"
"11243","ASV11236","Actinomyces sp. HMT 175"
"11244","ASV11237","Peptidiphaga sp. HMT 183"
"11245","ASV11238","Alloprevotella tannerae"
"11246","ASV11239","Leptotrichia hofstadii"
"11247","ASV11240","Leptotrichia sp. HMT 463"
"11248","ASV11241","Veillonellaceae [G-1] bacterium HMT 150"
"11249","ASV11242","Kingella oralis"
"11250","ASV11243","Fusobacterium periodonticum"
"11251","ASV11244","Prevotella maculosa"
"11252","ASV11245","Peptococcus sp. HMT 168"
"11253","ASV11246","Prevotella maculosa"
"11254","ASV11247","Lachnoanaerobaculum umeaense"
"11255","ASV11248","Actinomyces naeslundii"
"11256","ASV11249","Selenomonas sp. HMT 134"
"11257","ASV11250","Rothia dentocariosa"
"11258","ASV11251","Lachnoanaerobaculum saburreum"
"11259","ASV11252","Oribacterium sp. HMT 078"
"11260","ASV11253","Parvimonas micra"
"11261","ASV11254","Leptotrichia sp. HMT 223"
"11262","ASV11255","Saccharibacteria (TM7) [G-1] bacterium HMT 346"
"11263","ASV11256","Abiotrophia defectiva"
"11264","ASV11257","Leptotrichia sp. HMT 221"
"11265","ASV11258","Leptotrichia sp. HMT 217"
"11266","ASV11259","Peptostreptococcaceae [XI][G-9] [Eubacterium] brachy"
"11267","ASV11260","Prevotella scopos"
"11268","ASV11261","Veillonella dispar"
"11269","ASV11262","Bergeyella sp. HMT 319"
"11270","ASV11263","Shuttleworthia satelles"
"11271","ASV11264","Mogibacterium vescum"
"11272","ASV11265","Streptococcus mutans"
"11273","ASV11266","Neisseria oralis"
"11274","ASV11267","Peptostreptococcus stomatis"
"11275","ASV11268","Paracoccus yeei"
"11276","ASV11269","Prevotella sp. HMT 306"
"11277","ASV11270","Abiotrophia defectiva"
"11278","ASV11271","Neisseria lactamica"
"11279","ASV11272","Kingella oralis"
"11280","ASV11273","Leptotrichia sp. HMT 498"
"11281","ASV11274","Rothia aeria"
"11282","ASV11275","Campylobacter rectus"
"11283","ASV11276","Veillonella rogosae"
"11284","ASV11277","Pseudomonas stutzeri"
"11285","ASV11278","Prevotella sp. HMT 472"
"11286","ASV11279","Butyrivibrio sp. HMT 090"
"11287","ASV11280","Veillonella rogosae"
"11288","ASV11281","Mycoplasma faucium"
"11289","ASV11282","Lautropia mirabilis"
"11290","ASV11283","Capnocytophaga sp. HMT 864"
"11291","ASV11284","Leptotrichia sp. HMT 225"
"11292","ASV11285","Prevotella enoeca"
"11293","ASV11286","Bacteroidetes [G-3] bacterium HMT 365"
"11294","ASV11287","Olsenella sp. HMT 807"
"11295","ASV11288","Fusobacterium nucleatum subsp. animalis"
"11296","ASV11289","Neisseria flava"
"11297","ASV11290","Dialister invisus"
"11298","ASV11291","Alloprevotella sp. HMT 473"
"11299","ASV11292","Prevotella saccharolytica"
"11300","ASV11293","Neisseria elongata"
"11301","ASV11294","Neisseria flava"
"11302","ASV11295","Leptotrichia sp. HMT 221"
"11303","ASV11296","Oribacterium sp. HMT 078"
"11304","ASV11297","Dialister invisus"
"11305","ASV11298","Saccharibacteria (TM7) [G-3] bacterium HMT 351"
"11306","ASV11299","Neisseria elongata"
"11307","ASV11300","Prevotella maculosa"
"11308","ASV11301","Fusobacterium nucleatum subsp. vincentii"
"11309","ASV11302","Lachnoanaerobaculum orale"
"11310","ASV11303","Lachnoanaerobaculum orale"
"11311","ASV11304","Prevotella aurantiaca"
"11312","ASV11305","Fusobacterium periodonticum"
"11313","ASV11306","Streptococcus constellatus"
"11314","ASV11307","Kingella sp. HMT 012"
"11315","ASV11308","Cardiobacterium hominis"
"11316","ASV11309","Lachnospiraceae [G-2] bacterium HMT 096"
"11317","ASV11310","Cardiobacterium valvarum"
"11318","ASV11311","Neisseria flava"
"11319","ASV11312","Aggregatibacter sp. HMT 512"
"11320","ASV11313","Bdellovibrio sp. HMT 039"
"11321","ASV11314","Roseomonas mucosa"
"11322","ASV11315","Clostridiales [F-3][G-1] bacterium HMT 876"
"11323","ASV11316","Mobiluncus mulieris"
"11324","ASV11317",NA
"11325","ASV11318","Roseomonas mucosa"
"11326","ASV11319","Anaeroglobus geminatus"
"11327","ASV11320","Escherichia coli"
"11328","ASV11321","Johnsonella ignava"
"11329","ASV11322","Mitsuokella multacida"
"11330","ASV11323","Fusobacterium sp. HMT 203"
"11331","ASV11324","Fusobacterium periodonticum"
"11332","ASV11325","Leptotrichia sp. HMT 225"
"11333","ASV11326","Campylobacter rectus"
"11334","ASV11327","Porphyromonas catoniae"
"11335","ASV11328","Peptostreptococcaceae [XI][G-7] [Eubacterium] yurii subsp. schtitka"
"11336","ASV11329","Megasphaera sp. HMT 841"
"11337","ASV11330","Oribacterium sinus"
"11338","ASV11331",NA
"11339","ASV11332","Peptococcus sp. HMT 168"
"11340","ASV11333","Capnocytophaga sp. HMT 335"
"11341","ASV11334","Veillonellaceae [G-1] bacterium HMT 150"
"11342","ASV11335","Mogibacterium vescum"
"11343","ASV11336","Peptococcus sp. HMT 168"
"11344","ASV11337","Veillonella parvula"
"11345","ASV11338","Lachnoanaerobaculum umeaense"
"11346","ASV11339","Cardiobacterium valvarum"
"11347","ASV11340","Neisseria gonorrhoeae"
"11348","ASV11341","Ottowia sp. HMT 894"
"11349","ASV11342","Cardiobacterium hominis"
"11350","ASV11343","Lachnospiraceae [G-7] bacterium HMT 086"
"11351","ASV11344","Prevotella nigrescens"
"11352","ASV11345","Selenomonas flueggei"
"11353","ASV11346","Treponema maltophilum"
"11354","ASV11347","Actinomyces naeslundii"
"11355","ASV11348","Rothia aeria"
"11356","ASV11349","Selenomonas sp. HMT 138"
"11357","ASV11350","Scardovia wiggsiae"
"11358","ASV11351","Catonella morbi"
"11359","ASV11352","Prevotella denticola"
"11360","ASV11353","Streptococcus parasanguinis clade 411"
"11361","ASV11354","Ottowia sp. HMT 894"
"11362","ASV11355","Leptotrichia sp. HMT 223"
"11363","ASV11356","Actinomyces gerencseriae"
"11364","ASV11357","Olsenella sp. HMT 807"
"11365","ASV11358","Prevotella denticola"
"11366","ASV11359","Prevotella sp. HMT 292"
"11367","ASV11360","Shuttleworthia satelles"
"11368","ASV11361","Saccharibacteria (TM7) [G-2] bacterium HMT 350"
"11369","ASV11362","Veillonella dispar"
"11370","ASV11363","Rothia dentocariosa"
"11371","ASV11364","Leptotrichia goodfellowii"
"11372","ASV11365","Gemella sanguinis"
"11373","ASV11366","Arachnia propionica"
"11374","ASV11367","Lachnospiraceae [G-3] bacterium HMT 100"
"11375","ASV11368","Desulfovibrio fairfieldensis"
"11376","ASV11369","Alloprevotella rava"
"11377","ASV11370","Shuttleworthia satelles"
"11378","ASV11371","Prevotella sp. HMT 305"
"11379","ASV11372","Leptotrichia sp. HMT 909"
"11380","ASV11373","Leptotrichia hofstadii"
"11381","ASV11374","Oribacterium parvum"
"11382","ASV11375","Haemophilus sp. HMT 036"
"11383","ASV11376","Bacillus subtilis"
"11384","ASV11377","Lachnospiraceae [G-3] bacterium HMT 100"
"11385","ASV11378","Tannerella sp. HMT 808"
"11386","ASV11379","Haemophilus parainfluenzae"
"11387","ASV11380","Cardiobacterium hominis"
"11388","ASV11381","Ottowia sp. HMT 894"
"11389","ASV11382","Parvimonas micra"
"11390","ASV11383","Prevotella sp. HMT 317"
"11391","ASV11384","Selenomonas noxia"
"11392","ASV11385","Prevotella nanceiensis"
"11393","ASV11386","Prevotella sp. HMT 942"
"11394","ASV11387","Porphyromonas endodontalis"
"11395","ASV11388","Stomatobaculum sp. HMT 910"
"11396","ASV11389","Actinomyces graevenitzii"
"11397","ASV11390","Haemophilus parainfluenzae"
"11398","ASV11391","Alloprevotella tannerae"
"11399","ASV11392","Neisseria oralis"
"11400","ASV11393","Rothia aeria"
"11401","ASV11394","Gemella sanguinis"
"11402","ASV11395","Scardovia wiggsiae"
"11403","ASV11396","Streptococcus constellatus"
"11404","ASV11397","Cardiobacterium valvarum"
"11405","ASV11398","Gracilibacteria (GN02) [G-1] bacterium HMT 871"
"11406","ASV11399","Peptostreptococcus stomatis"
"11407","ASV11400","Prevotella denticola"
"11408","ASV11401","Aggregatibacter paraphrophilus"
"11409","ASV11402","Prevotella nigrescens"
"11410","ASV11403","Actinomyces radicidentis"
"11411","ASV11404","Selenomonas sputigena"
"11412","ASV11405","Veillonellaceae [G-1] bacterium HMT 155"
"11413","ASV11406","Prevotella sp. HMT 396"
"11414","ASV11407","Moraxella sp. HMT 276"
"11415","ASV11408","Prevotella oris"
"11416","ASV11409","Selenomonas noxia"
"11417","ASV11410","Aggregatibacter sp. HMT 512"
"11418","ASV11411","Atopobium rimae"
"11419","ASV11412","Streptococcus mutans"
"11420","ASV11413","Streptococcus mutans"
"11421","ASV11414","Leptotrichia sp. HMT 212"
"11422","ASV11415","Veillonella dispar"
"11423","ASV11416","Veillonellaceae [G-1] bacterium HMT 155"
"11424","ASV11417","Fusobacterium nucleatum subsp. vincentii"
"11425","ASV11418","Lachnospiraceae [G-2] bacterium HMT 088"
"11426","ASV11419","Actinomyces sp. HMT 896"
"11427","ASV11420","Capnocytophaga sp. HMT 863"
"11428","ASV11421","Desulfobulbus sp. HMT 041"
"11429","ASV11422","Bacteroidales [G-2] bacterium HMT 274"
"11430","ASV11423","Atopobium parvulum"
"11431","ASV11424","Actinomyces naeslundii"
"11432","ASV11425","Veillonellaceae [G-1] bacterium HMT 150"
"11433","ASV11426","Scardovia wiggsiae"
"11434","ASV11427","Abiotrophia defectiva"
"11435","ASV11428","Prevotella aurantiaca"
"11436","ASV11429","Filifactor alocis"
"11437","ASV11430","Peptostreptococcaceae [XI][G-9] [Eubacterium] brachy"
"11438","ASV11431","Lachnoanaerobaculum umeaense"
"11439","ASV11432","Johnsonella ignava"
"11440","ASV11433","Leptotrichia hongkongensis"
"11441","ASV11434","Capnocytophaga gingivalis"
"11442","ASV11435","Lachnoanaerobaculum orale"
"11443","ASV11436","Alloprevotella rava"
"11444","ASV11437","Gracilibacteria (GN02) [G-1] bacterium HMT 871"
"11445","ASV11438","Capnocytophaga sp. HMT 338"
"11446","ASV11439","Dialister invisus"
"11447","ASV11440","Actinomyces sp. HMT 896"
"11448","ASV11441","Lautropia mirabilis"
"11449","ASV11442","Oribacterium sp. HMT 078"
"11450","ASV11443","Erysipelotrichaceae [G-1] bacterium HMT 905"
"11451","ASV11444","Peptostreptococcus stomatis"
"11452","ASV11445","Prevotella sp. HMT 475"
"11453","ASV11446","Lachnoanaerobaculum orale"
"11454","ASV11447","Leptotrichia wadei"
"11455","ASV11448","Gracilibacteria (GN02) [G-1] bacterium HMT 872"
"11456","ASV11449","Parvimonas micra"
"11457","ASV11450","Treponema sp. HMT 231"
"11458","ASV11451","Aggregatibacter sp. HMT 512"
"11459","ASV11452","Prevotella sp. HMT 317"
"11460","ASV11453","Cardiobacterium valvarum"
"11461","ASV11454","Bacteroidetes [G-3] bacterium HMT 503"
"11462","ASV11455","Alloprevotella rava"
"11463","ASV11456","Oribacterium sp. HMT 078"
"11464","ASV11457","Fusobacterium nucleatum subsp. vincentii"
"11465","ASV11458","Cryptobacterium curtum"
"11466","ASV11459","Absconditabacteria (SR1) [G-1] bacterium HMT 875"
"11467","ASV11460","Lachnoanaerobaculum saburreum"
"11468","ASV11461","Bacillus clausii"
"11469","ASV11462","Prevotella sp. HMT 317"
"11470","ASV11463","Bacteroidales [G-2] bacterium HMT 274"
"11471","ASV11464","Porphyromonas uenonis"
"11472","ASV11465","Ruminococcaceae [G-1] bacterium HMT 075"
"11473","ASV11466","Peptostreptococcaceae [XI][G-7] bacterium HMT 081"
"11474","ASV11467","Ottowia sp. HMT 894"
"11475","ASV11468","Fusobacterium sp. HMT 248"
"11476","ASV11469","Neisseria elongata"
"11477","ASV11470","Leptotrichia sp. HMT 225"
"11478","ASV11471","Selenomonas sp. HMT 388"
"11479","ASV11472","Corynebacterium durum"
"11480","ASV11473","Selenomonas sp. HMT 138"
"11481","ASV11474","Veillonella dispar"
"11482","ASV11475","Prevotella maculosa"
"11483","ASV11476","Selenomonas sp. HMT 138"
"11484","ASV11477","Saccharibacteria (TM7) [G-5] bacterium HMT 356"
"11485","ASV11478","Leptotrichia sp. HMT 392"
"11486","ASV11479","Leptotrichia sp. HMT 223"
"11487","ASV11480","Leptotrichia sp. HMT 215"
"11488","ASV11481","Prevotella nigrescens"
"11489","ASV11482","Atopobium parvulum"
"11490","ASV11483","Cardiobacterium hominis"
"11491","ASV11484","Saccharibacteria (TM7) [G-5] bacterium HMT 356"
"11492","ASV11485","Dialister invisus"
"11493","ASV11486","Prevotella denticola"
"11494","ASV11487","Veillonella atypica"
"11495","ASV11488","Bosea vestrisii"
"11496","ASV11489","Sphingomonas echinoides"
"11497","ASV11490","Prevotella saccharolytica"
"11498","ASV11491","Megasphaera micronuciformis"
"11499","ASV11492","Alloprevotella sp. HMT 308"
"11500","ASV11493","Prevotella nigrescens"
"11501","ASV11494","Gracilibacteria (GN02) [G-1] bacterium HMT 871"
"11502","ASV11495","Prevotella sp. HMT 317"
"11503","ASV11496","Streptococcus oralis subsp. dentisani clade 058"
"11504","ASV11497","Peptidiphaga sp. HMT 183"
"11505","ASV11498","Capnocytophaga sputigena"
"11506","ASV11499","Oribacterium sinus"
"11507","ASV11500","Dialister invisus"
"11508","ASV11501","Streptococcus oralis subsp. dentisani clade 058"
"11509","ASV11502","Escherichia coli"
"11510","ASV11503","Megasphaera sp. HMT 841"
"11511","ASV11504","Parvimonas micra"
"11512","ASV11505","Neisseria weaveri"
"11513","ASV11506","Parvimonas sp. HMT 110"
"11514","ASV11507","Leptotrichia wadei"
"11515","ASV11508","Fusobacterium sp. HMT 205"
"11516","ASV11509","Tannerella sp. HMT 808"
"11517","ASV11510","Eikenella corrodens"
"11518","ASV11511","Prevotella sp. HMT 317"
"11519","ASV11512","Prevotella sp. HMT 292"
"11520","ASV11513","Prevotella denticola"
"11521","ASV11514","Kingella sp. HMT 459"
"11522","ASV11515","Streptococcus salivarius"
"11523","ASV11516","Abiotrophia defectiva"
"11524","ASV11517","Shuttleworthia satelles"
"11525","ASV11518","Neisseria weaveri"
"11526","ASV11518","Neisseria weaveri"
"11527","ASV11519","Actinomyces gerencseriae"
"11528","ASV11520","Selenomonas sp. HMT 478"
"11529","ASV11521","Lachnospiraceae [G-7] bacterium HMT 086"
"11530","ASV11522","Prevotella sp. HMT 475"
"11531","ASV11523","Selenomonas sp. HMT 138"
"11532","ASV11524","Lautropia mirabilis"
"11533","ASV11525","Gemella sanguinis"
"11534","ASV11526","Megasphaera sp. HMT 841"
"11535","ASV11527","Treponema sp. HMT 951"
"11536","ASV11528","Ruminococcaceae [G-1] bacterium HMT 075"
"11537","ASV11529","Neisseria elongata"
"11538","ASV11530","Fusobacterium nucleatum subsp. animalis"
"11539","ASV11531","Prevotella sp. HMT 305"
"11540","ASV11532","Cardiobacterium valvarum"
"11541","ASV11533","Johnsonella ignava"
"11542","ASV11534","Enterococcus italicus"
"11543","ASV11535","Streptococcus sobrinus"
"11544","ASV11536","Treponema sp. HMT 231"
"11545","ASV11537","Fusobacterium nucleatum subsp. vincentii"
"11546","ASV11538","Veillonellaceae [G-1] bacterium HMT 148"
"11547","ASV11539","Alloprevotella rava"
"11548","ASV11540","Neisseria flava"
"11549","ASV11541","Prevotella sp. HMT 292"
"11550","ASV11542","Schaalia cardiffensis"
"11551","ASV11543","Selenomonas noxia"
"11552","ASV11544","Capnocytophaga sp. HMT 903"
"11553","ASV11545","Prevotella nigrescens"
"11554","ASV11546","Bacteroidetes [G-5] bacterium HMT 511"
"11555","ASV11547","Rothia mucilaginosa"
"11556","ASV11548","Fusobacterium nucleatum subsp. vincentii"
"11557","ASV11549","Peptococcus sp. HMT 168"
"11558","ASV11550","Streptococcus oralis subsp. dentisani clade 058"
"11559","ASV11551","Alloprevotella sp. HMT 308"
"11560","ASV11552","Prevotella sp. HMT 304"
"11561","ASV11553","Prevotella oris"
"11562","ASV11554","Tannerella sp. HMT 808"
"11563","ASV11555","Saccharibacteria (TM7) [G-1] bacterium HMT 348"
"11564","ASV11556","Lachnospiraceae [G-3] bacterium HMT 100"
"11565","ASV11557","Dialister invisus"
"11566","ASV11558","Actinomyces massiliensis"
"11567","ASV11559","Fusobacterium nucleatum subsp. animalis"
"11568","ASV11560","Olsenella sp. HMT 807"
"11569","ASV11561","Saccharibacteria (TM7) [G-4] bacterium HMT 355"
"11570","ASV11562","Enterococcus italicus"
"11571","ASV11563","Stomatobaculum sp. HMT 910"
"11572","ASV11564","Aggregatibacter sp. HMT 512"
"11573","ASV11565","Treponema sp. HMT 257"
"11574","ASV11566","Alloprevotella tannerae"
"11575","ASV11567","Atopobium rimae"
"11576","ASV11568","Selenomonas sp. HMT 134"
"11577","ASV11569","Desulfobulbus sp. HMT 041"
"11578","ASV11570","Fusobacterium sp. HMT 203"
"11579","ASV11571","Alloprevotella sp. HMT 914"
"11580","ASV11572","Prevotella pleuritidis"
"11581","ASV11573","Lachnospiraceae [G-2] bacterium HMT 096"
"11582","ASV11574","Lautropia mirabilis"
"11583","ASV11575","Alloprevotella sp. HMT 914"
"11584","ASV11576","Schaalia cardiffensis"
"11585","ASV11577","Stomatobaculum sp. HMT 097"
"11586","ASV11578","Haemophilus parainfluenzae"
"11587","ASV11579","Alloprevotella sp. HMT 914"
"11588","ASV11580","Parvimonas micra"
"11589","ASV11581","Lachnospiraceae [G-3] bacterium HMT 100"
"11590","ASV11582","Alloprevotella sp. HMT 914"
"11591","ASV11583","Peptostreptococcaceae [XI][G-4] bacterium HMT 369"
"11592","ASV11584","Veillonella dispar"
"11593","ASV11585","Fusobacterium periodonticum"
"11594","ASV11586","Peptostreptococcaceae [XI][G-1] [Eubacterium] sulci"
"11595","ASV11587","Saccharibacteria (TM7) [G-6] bacterium HMT 870"
"11596","ASV11588","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"11597","ASV11589","Oribacterium asaccharolyticum"
"11598","ASV11590","Veillonella sp. HMT 917"
"11599","ASV11591","Leptotrichia sp. HMT 417"
"11600","ASV11592","Ruminococcaceae [G-2] bacterium HMT 085"
"11601","ASV11593","Fusobacterium periodonticum"
"11602","ASV11594","Haemophilus parainfluenzae"
"11603","ASV11595","Oribacterium parvum"
"11604","ASV11596","Bifidobacterium longum"
"11605","ASV11597","Capnocytophaga sp. HMT 335"
"11606","ASV11598","Oribacterium parvum"
"11607","ASV11599","Prevotella sp. HMT 306"
"11608","ASV11600","Rhodocyclus sp. HMT 028"
"11609","ASV11601","Absconditabacteria (SR1) [G-1] bacterium HMT 874"
"11610","ASV11602","Bacillus subtilis"
"11611","ASV11603","Ottowia sp. HMT 894"
"11612","ASV11604","Enterococcus saccharolyticus"
"11613","ASV11605","Granulicatella adiacens"
"11614","ASV11606","Veillonella dispar"
"11615","ASV11607","Fusobacterium periodonticum"
"11616","ASV11608","Fusobacterium periodonticum"
"11617","ASV11609","Ottowia sp. HMT 894"
"11618","ASV11610","Capnocytophaga sp. HMT 338"
"11619","ASV11611","Absconditabacteria (SR1) [G-1] bacterium HMT 345"
"11620","ASV11612","Peptostreptococcaceae [XI][G-7] [Eubacterium] yurii subsp. schtitka"
"11621","ASV11613","Veillonella dispar"
"11622","ASV11614","Veillonella dispar"
"11623","ASV11615","Lachnospiraceae [G-2] bacterium HMT 088"
"11624","ASV11616","Alloprevotella rava"
